Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
Prefeito,MG,CORONEL FABRICIANO,PT,13,FRANCISCO DE ASSIS SIMOES THOMAZ,"29,954",Eleito,64.044,(sem coligação)
Prefeito,MG,CONQUISTA,PFL,25,RUI DA MATTA COSTA,"1,290",Eleito,31.773,(sem coligação)
Prefeito,MG,CONSELHEIRO PENA,PMDB,15,BALBINO LAIGNIER DE LACERDA,"6,917",Eleito,54.187,(sem coligação)
Prefeito,MG,DIOGO DE VASCONCELOS,PTB,14,AROLDO FERNANDES GOMES,"1,431",Eleito,53.415,(sem coligação)
Prefeito,MG,DOM JOAQUIM,PDT,12,ROBERTO ROBSON SIMOES,"1,367",Eleito,45.965,(sem coligação)
Prefeito,MG,DIVINOPOLIS,PSDB,45,DOMINGOS SAVIO,"36,420",Eleito,41.432,(sem coligação)
Prefeito,MG,CORONEL XAVIER CHAVES,PSDB,45,HELDER SAVIO SILVA,818,Eleito,43.861,(sem coligação)
Prefeito,MG,DIVISA NOVA,PSDB,45,PAULO VIEIRA DA SILVEIRA,"1,455",Eleito,48.973,(sem coligação)
Prefeito,MG,DOM SILVERIO,PSDB,45,RENATO TRINDADE TEIXEIRA,"1,868",Eleito,53.771,(sem coligação)
Prefeito,MG,DORES DE CAMPOS,PFL,25,MARY FRANCE LOPES MAYRINK,"2,854",Eleito,54.012,(sem coligação)
Prefeito,MG,CORREGO NOVO,PSDB,45,SILVIO GOMES FORNEAS,"1,367",Eleito,51.084,(sem coligação)
Prefeito,MG,CRISTAIS,PTB,14,WENCESLAU RIBEIRO DE CASTRO,"3,009",Eleito,57.413,(sem coligação)
Prefeito,MG,CRISTINA,PMDB,15,JOAO DIONISIO CHAVES,"4,459",Eleito,100,(sem coligação)
Prefeito,MG,DIONISIO,PSDB,45,PAULINO BRAGA BICALHO,"3,865",Eleito,60.419,(sem coligação)
Prefeito,MG,DIVINO DAS LARANJEIRAS,PMDB,15,MARIA DAS GRACAS BATISTA FALCI MOTA,"1,771",Eleito,54.359,(sem coligação)
Prefeito,MG,DIVISOPOLIS,PFL,25,EUDES ROMULO ROSEMBERG MENDES,"1,321",Eleito,42.627,(sem coligação)
Prefeito,MG,DOM VICOSO,PMDB,15,JOSE CARLOS DE ALMEIDA SOUZA,"1,364",Eleito,61.331,(sem coligação)
Prefeito,MG,DORES DE GUANHAES,PSDB,45,NILO FERREIRA PINTO,"1,529",Eleito,48.34,(sem coligação)
Prefeito,MG,CRUZEIRO DA FORTALEZA,PFL,25,JOSE MILTON NUNES,"1,287",Eleito,53.849,(sem coligação)
Prefeito,MG,DOURADOQUARA,PFL,25,SILVIO MARQUES PEDROSA,674,Eleito,50.525,(sem coligação)
Prefeito,MG,CRISTIANO OTONI,PSDB,45,OSVALDO ROBERTO DE PAULA,"1,969",Eleito,67.478,(sem coligação)
Prefeito,MG,CRUZILIA,PFL,25,DOMINGOS LOLLOBRIGIDA DE SOUZA,"4,277",Eleito,57.027,(sem coligação)
Prefeito,MG,CURRAL DE DENTRO,PSDB,45,LUCIO NOGUEIRA ALVES,"1,388",Eleito,51.579,(sem coligação)
Prefeito,MG,CURVELO,PSD,41,SEBASTIAO NAGIB SALOMAO FILHO,"14,640",Eleito,44.977,(sem coligação)
Prefeito,MG,DELFINOPOLIS,PSDB,45,JOSE GERALDO FRANCO MARTINS,"2,273",Eleito,54.996,(sem coligação)
Prefeito,MG,DESTERRO DE ENTRE RIOS,PMDB,15,ANTONIO PEREIRA DE MORAIS,"2,826",Eleito,69.864,(sem coligação)
Prefeito,MG,DIVINOLANDIA DE MINAS,PL,22,JOSE LONGUINHOS DE FIGUEIREDO,"2,005",Eleito,51.161,(sem coligação)
Prefeito,MG,DOM BOSCO,PFL,25,JOAO ALFREDO DA SILVA,"1,192",Eleito,51.203,(sem coligação)
Prefeito,MG,DORES DO INDAIA,PSDB,45,JOAQUIM FERREIRA CRUZ,"4,917",Eleito,58.196,(sem coligação)
Prefeito,MG,CORREGO DO BOM JESUS,PL,22,LAERCIO DO CARMO DA SILVA,"1,383",Eleito,51.184,(sem coligação)
Prefeito,MG,CORREGO FUNDO,PSDB,45,GERALDO GILBERTO VAZ,"1,685",Eleito,57.844,(sem coligação)
Prefeito,MG,COUTO DE MAGALHAES DE MINAS,PFL,25,GERALDO ALVES FERREIRA,"1,367",Eleito,53.232,(sem coligação)
Prefeito,MG,CRISTALIA,PMDB,15,EVALDO JENER DE FATIMA,"1,381",Eleito,55.218,(sem coligação)
Prefeito,MG,DELTA,PMDB,15,JORGE MANOEL DA SILVA,"1,596",Eleito,69.847,(sem coligação)
Prefeito,MG,CRUCILANDIA,PFL,25,ERNESTO DE SOUZA ANTUNES,"1,980",Eleito,68.536,(sem coligação)
Prefeito,MG,DATAS,PSDB,45,GERALDO LUIZ FREIRE,"1,643",Eleito,59.207,(sem coligação)
Prefeito,MG,DESTERRO DO MELO,PMDB,15,MARIO CELSO DE ARAUJO TAFURI,"1,314",Eleito,53.285,(sem coligação)
Prefeito,MG,DIVISA ALEGRE,PSD,41,HELIO FERRAZ PEREIRA,"1,422",Eleito,65.772,(sem coligação)
Prefeito,MG,DIVINESIA,PTB,14,RAIMUNDO MAXIMO DA SILVA,"1,331",Eleito,100,(sem coligação)
Prefeito,MG,DIVINO,PSDB,45,JOSE CARLOS PEREIRA SANTANA,"5,776",Eleito,58.438,(sem coligação)
Prefeito,MG,DOM CAVATI,PPB,11,MARIA DA CONCEICAO ALMEIDA ALVES,"1,913",Eleito,52.714,(sem coligação)
Prefeito,MG,DONA EUSEBIA,PSDB,45,SEBASTIAO FERREIRA DOS SANTOS SOBRINHO,"1,239",Eleito,37.534,(sem coligação)
Prefeito,MG,CRISOLITA,PSDB,45,MARINHO GONCALVES DA ROCHA,"1,221",Eleito,51.891,(sem coligação)
Prefeito,MG,DELFIM MOREIRA,PFL,25,PEDRO PAULO ALKMIN DE OLIVEIRA,"2,701",Eleito,57.043,(sem coligação)
Prefeito,MG,DESCOBERTO,PSC,20,ADRIANO SAAR,"1,482",Eleito,50.34,(sem coligação)
Prefeito,MG,DIAMANTINA,PFL,25,JOAO ANTUNES DE OLIVEIRA,"8,176",Eleito,44.889,(sem coligação)
Prefeito,MG,FERVEDOURO,PSDB,45,MARCO AURELIO DE OLIVEIRA MENDONCA,"3,076",Eleito,63.059,(sem coligação)
Prefeito,MG,FAMA,PL,22,JOSE ROGERIO PINTO,"1,132",Eleito,100,(sem coligação)
Prefeito,MG,FELIXLANDIA,PFL,25,WEBHER DE MOURA LIMA,"4,326",Eleito,59.415,(sem coligação)
Prefeito,MG,DORES DO TURVO,PMDB,15,OTAVIO MARIA DE OLIVEIRA,"1,898",Eleito,59.331,(sem coligação)
Prefeito,MG,DORESOPOLIS,PSDB,45,NAZARIO MOREIRA NETO,543,Eleito,51.034,(sem coligação)
Prefeito,MG,FORTALEZA DE MINAS,PSDB,45,ALTAIR PRADO SILVA,"1,669",Eleito,65.58,(sem coligação)
Prefeito,MG,FRANCISCO DUMONT,PMDB,15,JOAO GERALDO AZEVEDO,"1,586",Eleito,66.249,(sem coligação)
Prefeito,MG,CUPARAQUE,PSB,40,NARCISO TEIXEIRA NETO,"1,179",Eleito,52.799,(sem coligação)
Prefeito,MG,ENGENHEIRO CALDAS,PTB,14,DIVINO JORDAO DE OLIVEIRA,"2,644",Eleito,50.057,(sem coligação)
Prefeito,MG,ENTRE RIOS DE MINAS,PSC,20,LUIZ MIRANDA DE RESENDE,"3,276",Eleito,42.975,(sem coligação)
Prefeito,MG,ESPIRITO SANTO DO DOURADO,PFL,25,ADALTO LUIS LEAL,"2,159",Eleito,72.964,(sem coligação)
Prefeito,MG,ESTIVA,PFL,25,AGENICIO DE OLIVEIRA,"2,885",Eleito,50.882,(sem coligação)
Prefeito,MG,GLAUCILANDIA,PPB,11,MARCELO FERRANTE MAIA,"1,147",Eleito,57.754,(sem coligação)
Prefeito,MG,FLORESTAL,PTB,14,DERCI ALVES RIBEIRO FILHO,"1,423",Eleito,51.353,(sem coligação)
Prefeito,MG,EUGENOPOLIS,PMDB,15,ROMULO AUGUSTO DOS REIS CARVALHO,"3,369",Eleito,53.629,(sem coligação)
Prefeito,MG,FARIA LEMOS,PMDB,15,ANTONIO NUNES TOLENTINO,"1,789",Eleito,100,(sem coligação)
Prefeito,MG,GONZAGA,PFL,25,RAIMUNDO  BERNARDINO DA CUNHA,"1,787",Eleito,59.786,(sem coligação)
Prefeito,MG,FORTUNA DE MINAS,PFL,25,ELVECIO MOREIRA DE ABREU,693,Eleito,41.873,(sem coligação)
Prefeito,MG,FRANCISCO SA,PTB,14,ANTONIO SOARES DIAS,"7,478",Eleito,60.787,(sem coligação)
Prefeito,MG,DURANDE,PMDB,15,GERSOIR PEREIRA DA SILVA,"1,906",Eleito,52.449,(sem coligação)
Prefeito,MG,ENTRE FOLHAS,PFL,25,AILTON SILVEIRA DIAS,"1,971",Eleito,65.722,(sem coligação)
Prefeito,MG,ERVALIA,PMDB,15,CARLOS DIAS DA ENCARNACAO,"5,770",Eleito,53.303,(sem coligação)
Prefeito,MG,ESPERA FELIZ,PFL,25,REINO MARTINS DE OLIVEIRA,"3,561",Eleito,34.973,(sem coligação)
Prefeito,MG,ESTRELA DALVA,PPB,11,MARIA DAS GRACAS COSTA MENDES,920,Eleito,52.722,(sem coligação)
Prefeito,MG,FRONTEIRA DOS VALES,PSDB,45,JOAO ALVES MOURA,"1,479",Eleito,55.393,(sem coligação)
Prefeito,MG,FUNILANDIA,PSDB,45,ADIR MARCOS ROCHA,"1,601",Eleito,100,(sem coligação)
Prefeito,MG,GALILEIA,PTB,14,GILBERTO DE SOUZA MELO,"2,405",Eleito,55.047,(sem coligação)
Prefeito,MG,GOIABEIRA,PMDB,15,CUSTODIO SOARES BITENCOURT,"1,312",Eleito,59.286,(sem coligação)
Prefeito,MG,GOIANA,PFL,25,MARIA ELENA ZAIDEM LANINI,932,Eleito,41.682,(sem coligação)
Prefeito,MG,EWBANK DA CAMARA,PSDB,45,SEBASTIAO LEOPOLDINO DE MEIRELES,"1,289",Eleito,57.751,(sem coligação)
Prefeito,MG,FELICIO DOS SANTOS,PMDB,15,MIGUEL ARCANJO VELOSO,"1,605",Eleito,58.237,(sem coligação)
Prefeito,MG,FERNANDES TOURINHO,PSDB,45,JOAO MOREIRA DOS SANTOS,"1,077",Eleito,53.159,(sem coligação)
Prefeito,MG,ESTRELA DO INDAIA,PSDB,45,VITORIO DA SILVA GOMES,"1,402",Eleito,52.966,(sem coligação)
Prefeito,MG,ELOI MENDES,PL,22,PAULO ROBERTO BELATO CARVALHO,"5,829",Eleito,51.593,(sem coligação)
Prefeito,MG,ENGENHEIRO NAVARRO,PMDB,15,SILENO DIAS LOPES SILVA,"3,204",Eleito,77.975,(sem coligação)
Prefeito,MG,FRUTA DE LEITE,PFL,25,ALCEU GONCALVES DAS NEVES,"1,171",Eleito,51.135,(sem coligação)
Prefeito,MG,FRUTAL,PPB,11,LUIZ ANTONIO ZANTO CAMPOS BORGES,"15,076",Eleito,62.192,(sem coligação)
Prefeito,MG,FORMIGA,PSDB,45,EDUARDO BRAS NETO ALMEIDA,"16,399",Eleito,47.295,(sem coligação)
Prefeito,MG,EXTREMA,PSDB,45,LUIZ CARLOS BERGAMIN,"7,327",Eleito,83.651,(sem coligação)
Prefeito,MG,FELISBURGO,PSDB,45,JAIRO MURTA PINTO COELHO,"1,742",Eleito,55.548,(sem coligação)
Prefeito,MG,FERROS,PL,22,EDESIO CAMPOS DE CARVALHO,"3,459",Eleito,50.838,(sem coligação)
Prefeito,MG,ESTRELA DO SUL,PMDB,15,SANCHO JOSE DO NASCIMENTO NETO,"2,644",Eleito,55.628,(sem coligação)
Prefeito,MG,FORMOSO,PMDB,15,ORLANDO JOSE DA SILVA,"1,828",Eleito,48.54,(sem coligação)
Prefeito,MG,FRANCISCO BADARO,PDT,12,JOSE MARIA DE FIGUEIRO GUIDO,"2,171",Eleito,59.301,(sem coligação)
Prefeito,MG,FRANCISCOPOLIS,PMDB,15,DIVALDO SOARES DOS SANTOS,"1,659",Eleito,66.043,(sem coligação)
Prefeito,MG,FREI GASPAR,PL,22,FRANCISCO CARLOS DE MAGALHAES,"2,033",Eleito,53.012,(sem coligação)
Prefeito,MG,ESMERALDAS,PSDB,45,DALMO VIEIRA LEROY,"4,955",Eleito,37.329,(sem coligação)
Prefeito,MG,ESPINOSA,PMDB,15,FLORINDO SILVEIRA FILHO,"8,477",Eleito,56.687,(sem coligação)
Prefeito,MG,FREI LAGONEGRO,PTB,14,LINDINELSON JOSE NETO,"1,857",Eleito,100,(sem coligação)
Prefeito,MG,FRONTEIRA,PMDB,15,ARAMIS PASSUELO,"1,943",Eleito,37.979,(sem coligação)
Prefeito,MG,GAMELEIRAS,PFL,25,OSVALDO TEIXEIRA DE OLIVEIRA,"1,809",Eleito,69.284,(sem coligação)
Prefeito,MG,GONCALVES,PDT,12,JOSE FRANCISCO NETO,"1,370",Eleito,57.083,(sem coligação)
Prefeito,MG,GRUPIARA,PMDB,15,ENIO MENDES DE OLIVEIRA,703,Eleito,57.908,(sem coligação)
Prefeito,MG,GUAXUPE,PSDB,45,HEBER HAMILTON QUINTELLA,"11,464",Eleito,50.367,(sem coligação)
Prefeito,MG,FREI INOCENCIO,PFL,25,JOSE EDUARDO VIEIRA,"2,684",Eleito,58.603,(sem coligação)
Prefeito,MG,GUARACIABA,PMDB,15,HERMOGENES DE ANDRADE,"3,888",Eleito,54.939,(sem coligação)
Prefeito,MG,IBIRITE,PPS,23,MARCIO FLAVIO BAUMGRATZ GROSSI,"15,925",Eleito,44.557,(sem coligação)
Prefeito,MG,GURINHATA,PSDB,45,VANTUIDES MENDES DA SILVA,"2,505",Eleito,55.103,(sem coligação)
Prefeito,MG,IBIAI,PSDB,45,ANTONIO FONSECA MOTA,"1,375",Eleito,40.477,(sem coligação)
Prefeito,MG,ICARAI DE MINAS,PDT,12,AMBROSIO PEREIRA ALMEIDA,"2,099",Eleito,45.286,(sem coligação)
Prefeito,MG,IGARATINGA,PFL,25,ANTONIO FRANCISCO BORGES,"2,089",Eleito,55.235,(sem coligação)
Prefeito,MG,GUANHAES,PSDB,45,ANTONIO CARLOS MORAIS MIRANDA,"7,393",Eleito,56.778,(sem coligação)
Prefeito,MG,GOVERNADOR VALADARES,PMDB,15,JOSE BONIFACIO MOURAO,"49,693",Eleito,43.869,(sem coligação)
Prefeito,MG,GUARACIAMA,PFL,25,FRANCISCO ADEVALDO SOARES PRAES,"1,341",Eleito,50.989,(sem coligação)
Prefeito,MG,GUARARA,PMDB,15,ANTONIO CARLOS DA ROCHA,"1,261",Eleito,51.135,(sem coligação)
Prefeito,MG,GUIDOVAL,PDT,12,MATEUS DE FREITAS VIEIRA,"1,639",Eleito,36.085,(sem coligação)
Prefeito,MG,IBIA,PDT,12,HUGO FRANCA,"6,382",Eleito,54.352,(sem coligação)
Prefeito,MG,IBIRACATU,PFL,25,JOSE FAGUNDES NETO,"1,650",Eleito,61.224,(sem coligação)
Prefeito,MG,IGARAPE,PFL,25,ANTONIO CHAVES DE OLIVEIRA,"3,842",Eleito,40.349,(sem coligação)
Prefeito,MG,GOUVEA,PMDB,15,ALBERONE DE OLIVEIRA,"4,011",Eleito,62.691,(sem coligação)
Prefeito,MG,GUARANESIA,PPB,11,SEBASTIAO PINHEIRO DA SILVA,"4,681",Eleito,52.489,(sem coligação)
Prefeito,MG,GUARDA-MOR,PSDB,45,ROMULO FERREIRA DA SILVA,"1,990",Eleito,52.855,(sem coligação)
Prefeito,MG,GUIMARANIA,PMDB,15,JOAO BATISTA BERNARDES,"2,566",Eleito,66.58,(sem coligação)
Prefeito,MG,HELIODORA,PMDB,15,LUIZ ROBERTO DE SOUZA,"1,477",Eleito,43.698,(sem coligação)
Prefeito,MG,IAPU,PMDB,15,ALAIR PEREIRA SALGADO,"3,855",Eleito,64.476,(sem coligação)
Prefeito,MG,IBIRACI,PT,13,ANTONIO LINDENBERG GARCIA,"2,801",Eleito,52.463,(sem coligação)
Prefeito,MG,IBITIURA DE MINAS,PSDB,45,DONIZEU BERGAMIN,"1,022",Eleito,52.437,(sem coligação)
Prefeito,MG,IGUATAMA,PMDB,15,JOAO BATISTA DA COSTA,"3,091",Eleito,56.169,(sem coligação)
Prefeito,MG,GRAO MOGOL,PSDB,45,JEFERSON AUGUSTO DE FIGUEIREDO,"3,397",Eleito,53.153,(sem coligação)
Prefeito,MG,GUAPE,PSD,41,JOSE DALTON BARBOSA,"4,182",Eleito,64.717,(sem coligação)
Prefeito,MG,GUARANI,PSDB,45,ARMANDO XAVIER VIEIRA FILHO,"4,341",Eleito,100,(sem coligação)
Prefeito,MG,GUIRICEMA,PMDB,15,ARI LUCAS DE PAULA SANTOS,"3,417",Eleito,55.354,(sem coligação)
Prefeito,MG,IBERTIOGA,PMDB,15,JOSE FRANCISCO DE MIRANDA FONTANA,"1,751",Eleito,47.312,(sem coligação)
Prefeito,MG,IBITURUNA,PMDB,15,HERBERTH TEIXEIRA DE RESENDE,632,Eleito,40.959,(sem coligação)
Prefeito,MG,IJACI,PDT,12,ANTONIO ALVARENGA VILAS BOAS,"1,482",Eleito,49.008,(sem coligação)
Prefeito,MG,IMBE DE MINAS,PMDB,15,ANTONIO GOMES PEIXOTO,"1,471",Eleito,56.555,(sem coligação)
Prefeito,MG,INHAPIM,PPB,11,JOAO BATISTA MARQUES,"7,841",Eleito,48.149,(sem coligação)
Prefeito,MG,IPATINGA,PT,13,FRANCISCO CARLOS CHICO FERRAMENTA DELFINO,"52,544",Eleito,52.094,(sem coligação)
Prefeito,MG,ITAMBACURI,PFL,25,MARIA APARECIDA DA MOTA SCOFIELD,"4,041",Eleito,37.721,(sem coligação)
Prefeito,MG,ITANHANDU,PMDB,15,EVALDO RIBEIRO DE BARROS,"5,324",Eleito,100,(sem coligação)
Prefeito,MG,IPUIUNA,PFL,25,NOE BORGES DE MORAES,"3,297",Eleito,59.288,(sem coligação)
Prefeito,MG,ITACAMBIRA,PL,22,JOSE EDSON FERREIRA,"1,906",Eleito,64.786,(sem coligação)
Prefeito,MG,ITAJUBA,PMDB,15,JOSE FRANCISCO MARQUES RIBEIRO,"18,630",Eleito,45.662,(sem coligação)
Prefeito,MG,INDAIABIRA,PSDB,45,AUREOLANO MIRANDA,"1,807",Eleito,61.171,(sem coligação)
Prefeito,MG,INDIANOPOLIS,PPB,11,WESLEY JOSE DA ROCHA NAVES,"1,954",Eleito,58.802,(sem coligação)
Prefeito,MG,INHAUMA,PFL,25,MAX OLIVEIRA DOS SANTOS,"1,798",Eleito,65.477,(sem coligação)
Prefeito,MG,ITAMARANDIBA,PT,13,MARCIO GOMES,"6,357",Eleito,50.852,(sem coligação)
Prefeito,MG,ITAMBE DO MATO DENTRO,PTB,14,GERALDO FERREIRA DA SILVA,902,Eleito,50.532,(sem coligação)
Prefeito,MG,ITANHOMI,PFL,25,JOSE VIEIRA DE ANDRADE NETO,"5,353",Eleito,72.979,(sem coligação)
Prefeito,MG,IRAI DE MINAS,PPB,11,PEDRO ANTONIO ALBERTON,"1,837",Eleito,57.931,(sem coligação)
Prefeito,MG,ITABIRINHA DE MANTENA,PSDB,45,JOSE DOS REIS,"3,589",Eleito,53.535,(sem coligação)
Prefeito,MG,ITACARAMBI,PTB,14,ANTONIO FELICIO NEMER,"4,134",Eleito,66.431,(sem coligação)
Prefeito,MG,INCONFIDENTES,PMDB,15,DECIO BONAMICHI,"1,560",Eleito,40.415,(sem coligação)
Prefeito,MG,IPABA,PMDB,15,GERALDO DOS REIS NEVES,"4,660",Eleito,68.955,(sem coligação)
Prefeito,MG,ILICINEA,PT,13,JOSE NICODEMOS DE OLIVEIRA,"2,507",Eleito,45.196,(sem coligação)
Prefeito,MG,ITAMOGI,PMDB,15,ORCIVAL PEREIRA DIAS,"4,271",Eleito,70.665,(sem coligação)
Prefeito,MG,ITABIRA,PT,13,JACKSON ALBERTO DE PINHO TAVARES,"21,155",Eleito,39.559,(sem coligação)
Prefeito,MG,ITABIRITO,PSDB,45,MANOEL DA MOTA NETO,"10,532",Eleito,54.163,(sem coligação)
Prefeito,MG,ITAGUARA,PMDB,15,RUI ALBERTO LARA,"4,958",Eleito,100,(sem coligação)
Prefeito,MG,INGAI,PSDB,45,ANTONIO GALVAO DE REZENDE,897,Eleito,54.004,(sem coligação)
Prefeito,MG,INIMUTABA,PFL,25,ANGELO AUGUSTO DE SOUZA,"1,597",Eleito,47.235,(sem coligação)
Prefeito,MG,IPANEMA,PPB,11,DANIEL DE SOUZA DUTRA,"5,645",Eleito,57.485,(sem coligação)
Prefeito,MG,ITAMARATI DE MINAS,PDT,12,JOSE AMERICO FERRAZ,"1,220",Eleito,50.897,(sem coligação)
Prefeito,MG,ITAMONTE,PSDB,45,LAURO PIRES DA SILVA,"3,434",Eleito,50.559,(sem coligação)
Prefeito,MG,ITAOBIM,PSDB,45,NILZETE MOREIRA OLIVEIRA,"5,040",Eleito,47.75,(sem coligação)
Prefeito,MG,IPIACU,PMDB,15,URBINO CAPANEMA JUNIOR,"1,411",Eleito,51.16,(sem coligação)
Prefeito,MG,ITAIPE,PFL,25,FRANCISCO CARLOS RODRIGUES SENA,"2,003",Eleito,46.312,(sem coligação)
Prefeito,MG,LIMA DUARTE,PSD,41,NEY CARVALHO DE PAULA,"4,767",Eleito,49.791,(sem coligação)
Prefeito,MG,JAGUARACU,PTB,14,ANTONIO DE MORAIS QUINTAO,711,Eleito,38.916,(sem coligação)
Prefeito,MG,JAMPRUCA,PMDB,15,JOAO MENDONCA BASTOS,"1,990",Eleito,67.412,(sem coligação)
Prefeito,MG,JEQUITAI,PFL,25,JOSE HUMBERTO RIBEIRO DA CRUZ,"3,039",Eleito,65.467,(sem coligação)
Prefeito,MG,ITINGA,PT,13,CHARLES AZEVEDO FERRAZ,"3,377",Eleito,52.332,(sem coligação)
Prefeito,MG,ITUTINGA,PFL,25,ALISON FERREIRA,"1,361",Eleito,51.927,(sem coligação)
Prefeito,MG,JAPARAIBA,PMDB,15,JOSE EUSTAQUIO DE MENDONCA,"1,162",Eleito,56.628,(sem coligação)
Prefeito,MG,JANAUBA,PFL,25,WILDEMAR MAXIMINO DA CRUZ,"11,850",Eleito,42.904,(sem coligação)
Prefeito,MG,JANUARIA,PPB,11,JOSEFINO LOPES VIANA,"16,385",Eleito,63.422,(sem coligação)
Prefeito,MG,JACINTO,PMDB,15,ANTONIO ALVES DE ALMEIDA,"3,856",Eleito,62.567,(sem coligação)
Prefeito,MG,JENIPAPO DE MINAS,PFL,25,EPAMINONDAS DE OLIVEIRA SENA,"1,352",Eleito,62.972,(sem coligação)
Prefeito,MG,JESUANIA,PMDB,15,LAZARO RIOS,"1,852",Eleito,63.621,(sem coligação)
Prefeito,MG,ITAPAGIPE,PPB,11,OROZIMBO NATAL ASSIS,"4,249",Eleito,59.154,(sem coligação)
Prefeito,MG,ITAPEVA,PPB,11,HILTON MONTEIRO,"1,957",Eleito,50.373,(sem coligação)
Prefeito,MG,ITAU DE MINAS,PSDB,45,FRANCISCO CHAGAS BRITO,"5,179",Eleito,66.568,(sem coligação)
Prefeito,MG,ITUETA,PFL,25,JOAO CAMPOS DEL ORTO,"1,905",Eleito,54.852,(sem coligação)
Prefeito,MG,ITUIUTABA,PMDB,15,PUBLIO CHAVES,"33,793",Eleito,69.111,(sem coligação)
Prefeito,MG,ITUMIRIM,PFL,25,EDISON MARQUES,"2,203",Eleito,57.852,(sem coligação)
Prefeito,MG,JAPONVAR,PTB,14,ERALDINO SOARES DE OLIVEIRA,"2,053",Eleito,60.866,(sem coligação)
Prefeito,MG,JAIBA,PTB,14,LANFROI FERNANDES DA CRUZ,"4,733",Eleito,52.293,(sem coligação)
Prefeito,MG,JACUI,PSDB,45,ANTONIO CARLOS ARANTES,"3,358",Eleito,81.268,(sem coligação)
Prefeito,MG,JEQUERI,PMDB,15,HEITOR MARCAL FILHO,"5,495",Eleito,68.713,(sem coligação)
Prefeito,MG,JEQUITIBA,PSD,41,WALTER FIDELIS DINIZ LIMA,"1,777",Eleito,54.66,(sem coligação)
Prefeito,MG,JOAIMA,PMDB,15,ROBERTO GRAPIUNA,"3,365",Eleito,55.491,(sem coligação)
Prefeito,MG,ITAPECERICA,PPB,11,MAURICIO ALVES REIS,"7,053",Eleito,49.778,(sem coligação)
Prefeito,MG,ITATIAIUCU,PFL,25,ILSON MORAIS DA SILVA,"2,923",Eleito,57.962,(sem coligação)
Prefeito,MG,JABOTICATUBAS,PFL,25,ALVARO MARCUS DA FONSECA,"3,913",Eleito,53.757,(sem coligação)
Prefeito,MG,JECEABA,PTB,14,GERALDO FERNANDES DE MORAIS,"1,394",Eleito,35.507,(sem coligação)
Prefeito,MG,JACUTINGA,PDT,12,LUIS ROBERTO PIERONI,"5,800",Eleito,66.392,(sem coligação)
Prefeito,MG,JEQUITINHONHA,PSC,20,ANTONIO BERNARDINO GUIMARAES MURTA,"5,625",Eleito,52.555,(sem coligação)
Prefeito,MG,JOANESIA,PSDB,45,JOSE FABIO DE ALVARENGA,"2,032",Eleito,52.807,(sem coligação)
Prefeito,MG,JOAO MONLEVADE,PT,13,LAERCIO JOSE RIBEIRO,"16,518",Eleito,46.604,(sem coligação)
Prefeito,MG,ITAUNA,PSDB,45,OSMANDO PEREIRA DA SILVA,"23,132",Eleito,58.895,(sem coligação)
Prefeito,MG,ITAVERAVA,PSDB,45,GERALDO LUCIO DE CARVALHO,"2,064",Eleito,50.713,(sem coligação)
Prefeito,MG,ITURAMA,PFL,25,ALIPIO SOARES BARBOSA,"6,431",Eleito,43.541,(sem coligação)
Prefeito,MG,JUVENILIA,PSDB,45,JOAQUIM GONCALVES SILVA,"1,438",Eleito,52.329,(sem coligação)
Prefeito,MG,LADAINHA,PSDB,45,JOSE AECIO DOS SANTOS,"4,014",Eleito,62.194,(sem coligação)
Prefeito,MG,LAGOA GRANDE,PFL,25,ANTONIO DE PADUA MOREIRA,"1,877",Eleito,53.143,(sem coligação)
Prefeito,MG,JOSE RAYDAN,PPB,11,JOSE AMARAL DA SILVA,"1,424",Eleito,100,(sem coligação)
Prefeito,MG,JOSENOPOLIS,PDT,12,GUMERCINO JOSE PESTANA,"1,247",Eleito,63.982,(sem coligação)
Prefeito,MG,LEME DO PRADO,PMDB,15,WILMAR ADAO BARROSO,"1,031",Eleito,53.035,(sem coligação)
Prefeito,MG,LAGOA DOS PATOS,PL,22,WARMILLON FONSECA BRAGA,"1,310",Eleito,53.535,(sem coligação)
Prefeito,MG,LAMIM,PDT,12,MARIO XISTO DE ASSIS,"1,352",Eleito,50.942,(sem coligação)
Prefeito,MG,JOAO PINHEIRO,PSDB,45,ROOSEVELT MONTEIRO PORTO,"13,771",Eleito,67.163,(sem coligação)
Prefeito,MG,JOSE GONCALVES DE MINAS,PSDB,45,ANTONIO APARECIDO DE SOUZA,921,Eleito,51.309,(sem coligação)
Prefeito,MG,LAVRAS,PDT,12,JOAO BATISTA SOARES DA SILVA,"24,457",Eleito,62.93,(sem coligação)
Prefeito,MG,LEOPOLDINA,PFL,25,ANTONIO MARCIO CUNHA FREIRE,"13,380",Eleito,49.871,(sem coligação)
Prefeito,MG,LIBERDADE,PSDB,45,ARY DE SOUZA CARVALHO,"1,823",Eleito,48.355,(sem coligação)
Prefeito,MG,LAGAMAR,PMDB,15,SALATIEL VIEIRA DE PAULO,"3,129",Eleito,56.633,(sem coligação)
Prefeito,MG,JURAMENTO,PSD,41,JANIO LIMA BORGES,"1,874",Eleito,72.72,(sem coligação)
Prefeito,MG,LAGOA DA PRATA,PMDB,15,LUCAS ANTONIO DE RESENDE,"7,624",Eleito,43.733,(sem coligação)
