ANO,MÊS,PARTIDO,SEXO,FAIXA ,FILIADOS
2015,10,PCB,MASCULINO,18 a 20 anos,8
2015,10,PCB,MASCULINO,21 a 24 anos,71
2015,10,PCB,MASCULINO,25 a 34 anos,"1,190"
2015,10,PCB,MASCULINO,35 a 44 anos,"2,107"
2015,10,PCB,MASCULINO,45 a 59 anos,"2,868"
2015,10,PCB,MASCULINO,60 a 69 anos,"1,039"
2015,10,PCB,MASCULINO,70 a 79 anos,492
2015,10,PCB,MASCULINO,Inválida,1
2015,10,PCB,MASCULINO,Superior a 79 anos,326
2015,10,PCB,NÃO INFORMADO,45 a 59 anos,11
2015,10,PCB,NÃO INFORMADO,60 a 69 anos,3
2015,10,PCB,NÃO INFORMADO,70 a 79 anos,4
2015,10,PCB,Não informado (nulo),Não informada,115
2015,10,PCDOB,FEMININO,16 anos,40
2015,10,PCDOB,FEMININO,17 anos,100
2015,10,PCDOB,FEMININO,18 a 20 anos,"1,188"
2015,10,PCDOB,FEMININO,21 a 24 anos,"5,507"
2015,10,PCDOB,FEMININO,25 a 34 anos,"32,026"
2015,10,PCDOB,FEMININO,35 a 44 anos,"37,623"
2015,10,PCDOB,FEMININO,45 a 59 anos,"56,235"
2015,10,PCDOB,FEMININO,60 a 69 anos,"19,702"
2015,10,PCDOB,FEMININO,70 a 79 anos,"8,534"
2015,10,PCDOB,FEMININO,Inválida,6
2015,10,PCDOB,FEMININO,Superior a 79 anos,"3,774"
2015,10,PCDOB,MASCULINO,16 anos,30
2015,10,PCDOB,MASCULINO,17 anos,110
2015,10,PCDOB,MASCULINO,18 a 20 anos,"1,337"
2015,10,PCDOB,MASCULINO,21 a 24 anos,"6,210"
2015,10,PCDOB,MASCULINO,25 a 34 anos,"40,652"
2015,10,PCDOB,MASCULINO,35 a 44 anos,"50,553"
2015,10,PCDOB,MASCULINO,45 a 59 anos,"69,836"
2015,10,PCDOB,MASCULINO,60 a 69 anos,"22,495"
2015,10,PCDOB,MASCULINO,70 a 79 anos,"8,859"
2015,10,PCDOB,MASCULINO,Inválida,8
2015,10,PCDOB,MASCULINO,Superior a 79 anos,"3,815"
2015,10,PCDOB,NÃO INFORMADO,35 a 44 anos,5
2015,10,PCDOB,NÃO INFORMADO,45 a 59 anos,205
2015,10,PCDOB,NÃO INFORMADO,60 a 69 anos,88
2015,10,PCDOB,NÃO INFORMADO,70 a 79 anos,54
2015,10,PCDOB,NÃO INFORMADO,Superior a 79 anos,43
2015,10,PCDOB,Não informado (nulo),Não informada,945
2015,10,PCO,FEMININO,21 a 24 anos,4
2015,10,PCO,FEMININO,25 a 34 anos,135
2015,10,PCO,FEMININO,35 a 44 anos,317
2015,10,PCO,FEMININO,45 a 59 anos,398
2015,10,PCO,FEMININO,60 a 69 anos,175
2015,10,PCO,FEMININO,70 a 79 anos,49
2015,10,PCO,FEMININO,Superior a 79 anos,26
2015,10,PCO,MASCULINO,18 a 20 anos,1
2015,10,PCO,MASCULINO,21 a 24 anos,4
2015,10,PCO,MASCULINO,25 a 34 anos,222
2015,10,PCO,MASCULINO,35 a 44 anos,448
2015,10,PCO,MASCULINO,45 a 59 anos,549
2015,10,PCO,MASCULINO,60 a 69 anos,193
2015,10,PCO,MASCULINO,70 a 79 anos,51
2015,10,PCO,MASCULINO,Superior a 79 anos,25
2015,10,PCO,NÃO INFORMADO,45 a 59 anos,2
2015,10,PCO,NÃO INFORMADO,60 a 69 anos,1
2015,10,PCO,NÃO INFORMADO,70 a 79 anos,1
2015,10,PDT,FEMININO,16 anos,45
2015,10,PDT,FEMININO,17 anos,163
2015,10,PDT,FEMININO,18 a 20 anos,"1,793"
2015,10,PDT,FEMININO,21 a 24 anos,"8,694"
2015,10,PDT,FEMININO,25 a 34 anos,"61,934"
2015,10,PDT,FEMININO,35 a 44 anos,"88,767"
2015,10,PDT,FEMININO,45 a 59 anos,"203,585"
2015,10,PDT,FEMININO,60 a 69 anos,"95,787"
2015,10,PDT,FEMININO,70 a 79 anos,"51,033"
2015,10,PDT,FEMININO,Inválida,4
2015,10,PDT,FEMININO,Superior a 79 anos,"30,279"
2015,10,PDT,MASCULINO,16 anos,54
2015,10,PDT,MASCULINO,17 anos,195
2015,10,PDT,MASCULINO,18 a 20 anos,"2,048"
2015,10,PDT,MASCULINO,21 a 24 anos,"9,538"
2015,10,PDT,MASCULINO,25 a 34 anos,"72,977"
2015,10,PDT,MASCULINO,35 a 44 anos,"111,855"
2015,10,PDT,MASCULINO,45 a 59 anos,"257,517"
2015,10,PDT,MASCULINO,60 a 69 anos,"123,127"
2015,10,PDT,MASCULINO,70 a 79 anos,"62,763"
2015,10,PDT,MASCULINO,Inválida,14
2015,10,PDT,MASCULINO,Superior a 79 anos,"38,752"
2015,10,PDT,NÃO INFORMADO,35 a 44 anos,16
2015,10,PDT,NÃO INFORMADO,45 a 59 anos,783
2015,10,PDT,NÃO INFORMADO,60 a 69 anos,509
2015,10,PDT,NÃO INFORMADO,70 a 79 anos,273
2015,10,PDT,NÃO INFORMADO,Superior a 79 anos,267
2015,10,PDT,Não informado (nulo),Não informada,"1,928"
2015,10,PHS,FEMININO,16 anos,25
2015,10,PHS,FEMININO,17 anos,107
2015,10,PHS,FEMININO,18 a 20 anos,"1,130"
2015,10,PHS,FEMININO,21 a 24 anos,"3,267"
2015,10,PHS,FEMININO,25 a 34 anos,"17,177"
2015,10,PHS,FEMININO,35 a 44 anos,"20,360"
2015,10,PHS,FEMININO,45 a 59 anos,"23,252"
2015,10,PHS,FEMININO,60 a 69 anos,"8,019"
2015,10,PHS,FEMININO,70 a 79 anos,"3,443"
2015,10,PHS,FEMININO,Inválida,1
2015,10,PHS,FEMININO,Superior a 79 anos,"1,213"
2015,10,PHS,MASCULINO,16 anos,35
2015,10,PHS,MASCULINO,17 anos,105
2015,10,PHS,MASCULINO,18 a 20 anos,"1,252"
2015,10,PHS,MASCULINO,21 a 24 anos,"3,897"
2015,10,PHS,MASCULINO,25 a 34 anos,"20,663"
2015,10,PHS,MASCULINO,35 a 44 anos,"26,200"
2015,10,PHS,MASCULINO,45 a 59 anos,"31,133"
2015,10,PHS,MASCULINO,60 a 69 anos,"10,545"
2015,10,PHS,MASCULINO,70 a 79 anos,"4,198"
2015,10,PHS,MASCULINO,Inválida,1
2015,10,PHS,MASCULINO,Superior a 79 anos,"1,489"
2015,10,PHS,NÃO INFORMADO,35 a 44 anos,2
2015,10,PHS,NÃO INFORMADO,45 a 59 anos,70
2015,10,PHS,NÃO INFORMADO,60 a 69 anos,39
2015,10,PHS,NÃO INFORMADO,70 a 79 anos,15
2015,10,PHS,NÃO INFORMADO,Superior a 79 anos,7
2015,10,PHS,Não informado (nulo),Não informada,351
2015,10,PL,FEMININO,16 anos,36
2015,10,PL,FEMININO,17 anos,112
2015,10,PL,FEMININO,18 a 20 anos,"1,034"
2015,10,PL,FEMININO,21 a 24 anos,"4,606"
2015,10,PL,FEMININO,25 a 34 anos,"40,750"
2015,10,PL,FEMININO,35 a 44 anos,"71,592"
2015,10,PL,FEMININO,45 a 59 anos,"130,686"
2015,10,PL,FEMININO,60 a 69 anos,"54,257"
2015,10,PL,FEMININO,70 a 79 anos,"27,329"
2015,10,PL,FEMININO,Inválida,11
2015,10,PL,FEMININO,Superior a 79 anos,"14,275"
2015,10,PL,MASCULINO,16 anos,43
2015,10,PL,MASCULINO,17 anos,133
2015,10,PL,MASCULINO,18 a 20 anos,"1,308"
2015,10,PL,MASCULINO,21 a 24 anos,"5,492"
2015,10,PL,MASCULINO,25 a 34 anos,"49,978"
2015,10,PL,MASCULINO,35 a 44 anos,"90,052"
2015,10,PL,MASCULINO,45 a 59 anos,"160,667"
2015,10,PL,MASCULINO,60 a 69 anos,"68,362"
2015,10,PL,MASCULINO,70 a 79 anos,"34,237"
2015,10,PL,MASCULINO,Inválida,16
2015,10,PL,MASCULINO,Superior a 79 anos,"18,677"
2015,10,PL,NÃO INFORMADO,35 a 44 anos,23
2015,10,PL,NÃO INFORMADO,45 a 59 anos,534
2015,10,PL,NÃO INFORMADO,60 a 69 anos,289
2015,10,PL,NÃO INFORMADO,70 a 79 anos,188
2015,10,PL,NÃO INFORMADO,Superior a 79 anos,121
2015,10,PL,Não informado (nulo),Não informada,689
2015,10,PMB,FEMININO,25 a 34 anos,3
2015,10,PMB,FEMININO,35 a 44 anos,6
2015,10,PMB,FEMININO,45 a 59 anos,7
2015,10,PMB,FEMININO,60 a 69 anos,1
2015,10,PMB,MASCULINO,18 a 20 anos,1
2015,10,PMB,MASCULINO,21 a 24 anos,1
2015,10,PMB,MASCULINO,25 a 34 anos,3
2015,10,PMB,MASCULINO,35 a 44 anos,5
2015,10,PMB,MASCULINO,45 a 59 anos,6
2015,10,PMB,MASCULINO,60 a 69 anos,1
2015,10,PMN,FEMININO,16 anos,27
2015,10,PMN,FEMININO,17 anos,55
2015,10,PMN,FEMININO,18 a 20 anos,493
2015,10,PMN,FEMININO,21 a 24 anos,"1,974"
2015,10,PMN,FEMININO,25 a 34 anos,"12,009"
2015,10,PMN,FEMININO,35 a 44 anos,"20,851"
2015,10,PMN,FEMININO,45 a 59 anos,"37,330"
2015,10,PMN,FEMININO,60 a 69 anos,"14,150"
2015,10,PMN,FEMININO,70 a 79 anos,"6,696"
2015,10,PMN,FEMININO,Inválida,3
2015,10,PMN,FEMININO,Superior a 79 anos,"3,080"
2015,10,PMN,MASCULINO,16 anos,27
2015,10,PMN,MASCULINO,17 anos,80
2015,10,PMN,MASCULINO,18 a 20 anos,556
2015,10,PMN,MASCULINO,21 a 24 anos,"2,293"
2015,10,PMN,MASCULINO,25 a 34 anos,"14,820"
2015,10,PMN,MASCULINO,35 a 44 anos,"27,582"
2015,10,PMN,MASCULINO,45 a 59 anos,"45,513"
2015,10,PMN,MASCULINO,60 a 69 anos,"16,367"
2015,10,PMN,MASCULINO,70 a 79 anos,"7,325"
2015,10,PMN,MASCULINO,Inválida,8
2015,10,PMN,MASCULINO,Superior a 79 anos,"3,562"
2015,10,PMN,NÃO INFORMADO,35 a 44 anos,6
2015,10,PMN,NÃO INFORMADO,45 a 59 anos,140
2015,10,PMN,NÃO INFORMADO,60 a 69 anos,93
2015,10,PMN,NÃO INFORMADO,70 a 79 anos,46
2015,10,PMN,NÃO INFORMADO,Superior a 79 anos,25
2015,10,PMN,Não informado (nulo),Não informada,669
2015,10,PODE,FEMININO,16 anos,11
2015,10,PODE,FEMININO,17 anos,44
2015,10,PODE,FEMININO,18 a 20 anos,441
2015,10,PODE,FEMININO,21 a 24 anos,"2,093"
2015,10,PODE,FEMININO,25 a 34 anos,"13,026"
2015,10,PODE,FEMININO,35 a 44 anos,"16,107"
2015,10,PODE,FEMININO,45 a 59 anos,"18,419"
2015,10,PODE,FEMININO,60 a 69 anos,"6,125"
2015,10,PODE,FEMININO,70 a 79 anos,"2,691"
2015,10,PODE,FEMININO,Inválida,4
2015,10,PODE,FEMININO,Superior a 79 anos,"1,015"
2015,10,PODE,MASCULINO,16 anos,13
2015,10,PODE,MASCULINO,17 anos,57
2015,10,PODE,MASCULINO,18 a 20 anos,615
2015,10,PODE,MASCULINO,21 a 24 anos,"2,406"
2015,10,PODE,MASCULINO,25 a 34 anos,"16,319"
2015,10,PODE,MASCULINO,35 a 44 anos,"21,185"
2015,10,PODE,MASCULINO,45 a 59 anos,"25,085"
2015,10,PODE,MASCULINO,60 a 69 anos,"8,474"
2015,10,PODE,MASCULINO,70 a 79 anos,"3,559"
2015,10,PODE,MASCULINO,Inválida,1
2015,10,PODE,MASCULINO,Superior a 79 anos,"1,299"
2015,10,PODE,NÃO INFORMADO,35 a 44 anos,1
2015,10,PODE,NÃO INFORMADO,45 a 59 anos,80
2015,10,PODE,NÃO INFORMADO,60 a 69 anos,32
2015,10,PODE,NÃO INFORMADO,70 a 79 anos,17
2015,10,PODE,NÃO INFORMADO,Superior a 79 anos,4
2015,10,PODE,Não informado (nulo),Não informada,390
2015,10,PP,FEMININO,16 anos,57
2015,10,PP,FEMININO,17 anos,158
2015,10,PP,FEMININO,18 a 20 anos,"1,726"
2015,10,PP,FEMININO,21 a 24 anos,"7,678"
2015,10,PP,FEMININO,25 a 34 anos,"52,115"
2015,10,PP,FEMININO,35 a 44 anos,"94,888"
2015,10,PP,FEMININO,45 a 59 anos,"226,462"
2015,10,PP,FEMININO,60 a 69 anos,"124,262"
2015,10,PP,FEMININO,70 a 79 anos,"72,965"
2015,10,PP,FEMININO,Inválida,9
2015,10,PP,FEMININO,Superior a 79 anos,"48,248"
2015,10,PP,MASCULINO,16 anos,53
2015,10,PP,MASCULINO,17 anos,182
2015,10,PP,MASCULINO,18 a 20 anos,"1,912"
2015,10,PP,MASCULINO,21 a 24 anos,"8,630"
2015,10,PP,MASCULINO,25 a 34 anos,"63,493"
2015,10,PP,MASCULINO,35 a 44 anos,"120,382"
2015,10,PP,MASCULINO,45 a 59 anos,"273,382"
2015,10,PP,MASCULINO,60 a 69 anos,"153,578"
2015,10,PP,MASCULINO,70 a 79 anos,"96,016"
2015,10,PP,MASCULINO,Inválida,17
2015,10,PP,MASCULINO,Superior a 79 anos,"70,312"
2015,10,PP,NÃO INFORMADO,35 a 44 anos,20
2015,10,PP,NÃO INFORMADO,45 a 59 anos,811
2015,10,PP,NÃO INFORMADO,60 a 69 anos,613
2015,10,PP,NÃO INFORMADO,70 a 79 anos,478
2015,10,PP,NÃO INFORMADO,Superior a 79 anos,442
2015,10,PP,Não informado (nulo),Não informada,"1,582"
2015,10,PPL,FEMININO,16 anos,15
2015,10,PPL,FEMININO,17 anos,35
2015,10,PPL,FEMININO,18 a 20 anos,287
2015,10,PPL,FEMININO,21 a 24 anos,951
2015,10,PPL,FEMININO,25 a 34 anos,"2,847"
2015,10,PPL,FEMININO,35 a 44 anos,"2,434"
2015,10,PPL,FEMININO,45 a 59 anos,"2,776"
2015,10,PPL,FEMININO,60 a 69 anos,734
2015,10,PPL,FEMININO,70 a 79 anos,202
2015,10,PPL,FEMININO,Superior a 79 anos,52
2015,10,PPL,MASCULINO,16 anos,6
2015,10,PPL,MASCULINO,17 anos,37
2015,10,PPL,MASCULINO,18 a 20 anos,387
2015,10,PPL,MASCULINO,21 a 24 anos,"1,088"
2015,10,PPL,MASCULINO,25 a 34 anos,"3,388"
2015,10,PPL,MASCULINO,35 a 44 anos,"3,242"
2015,10,PPL,MASCULINO,45 a 59 anos,"3,854"
2015,10,PPL,MASCULINO,60 a 69 anos,"1,091"
2015,10,PPL,MASCULINO,70 a 79 anos,291
2015,10,PPL,MASCULINO,Superior a 79 anos,46
2015,10,PPL,NÃO INFORMADO,45 a 59 anos,8
2015,10,PPL,NÃO INFORMADO,60 a 69 anos,3
2015,10,PPL,NÃO INFORMADO,Superior a 79 anos,2
2015,10,PROS,FEMININO,16 anos,23
2015,10,PROS,FEMININO,17 anos,122
2015,10,PROS,FEMININO,18 a 20 anos,"1,303"
2015,10,PROS,FEMININO,21 a 24 anos,"2,339"
2015,10,PROS,FEMININO,25 a 34 anos,"6,439"
2015,10,PROS,FEMININO,35 a 44 anos,"6,054"
2015,10,PROS,FEMININO,45 a 59 anos,"5,756"
2015,10,PROS,FEMININO,60 a 69 anos,"1,455"
2015,10,PROS,FEMININO,70 a 79 anos,385
2015,10,PROS,FEMININO,Superior a 79 anos,76
2015,10,PROS,MASCULINO,16 anos,22
2015,10,PROS,MASCULINO,17 anos,148
2015,10,PROS,MASCULINO,18 a 20 anos,"1,543"
2015,10,PROS,MASCULINO,21 a 24 anos,"3,035"
2015,10,PROS,MASCULINO,25 a 34 anos,"9,708"
2015,10,PROS,MASCULINO,35 a 44 anos,"10,258"
2015,10,PROS,MASCULINO,45 a 59 anos,"10,614"
2015,10,PROS,MASCULINO,60 a 69 anos,"2,642"
2015,10,PROS,MASCULINO,70 a 79 anos,674
2015,10,PROS,MASCULINO,Superior a 79 anos,115
2015,10,PROS,NÃO INFORMADO,35 a 44 anos,1
2015,10,PROS,NÃO INFORMADO,45 a 59 anos,22
2015,10,PROS,NÃO INFORMADO,60 a 69 anos,7
2015,10,PROS,NÃO INFORMADO,70 a 79 anos,1
2015,10,PROS,NÃO INFORMADO,Superior a 79 anos,1
2015,10,PRP,FEMININO,16 anos,11
2015,10,PRP,FEMININO,17 anos,46
2015,10,PRP,FEMININO,18 a 20 anos,684
2015,10,PRP,FEMININO,21 a 24 anos,"2,640"
2015,10,PRP,FEMININO,25 a 34 anos,"14,612"
2015,10,PRP,FEMININO,35 a 44 anos,"24,369"
2015,10,PRP,FEMININO,45 a 59 anos,"36,809"
2015,10,PRP,FEMININO,60 a 69 anos,"14,555"
2015,10,PRP,FEMININO,70 a 79 anos,"6,963"
2015,10,PRP,FEMININO,Inválida,3
2015,10,PRP,FEMININO,Superior a 79 anos,"3,392"
2015,10,PRP,MASCULINO,16 anos,21
2015,10,PRP,MASCULINO,17 anos,55
2015,10,PRP,MASCULINO,18 a 20 anos,717
2015,10,PRP,MASCULINO,21 a 24 anos,"2,842"
2015,10,PRP,MASCULINO,25 a 34 anos,"17,744"
2015,10,PRP,MASCULINO,35 a 44 anos,"30,705"
2015,10,PRP,MASCULINO,45 a 59 anos,"45,616"
2015,10,PRP,MASCULINO,60 a 69 anos,"17,573"
2015,10,PRP,MASCULINO,70 a 79 anos,"8,336"
2015,10,PRP,MASCULINO,Inválida,4
2015,10,PRP,MASCULINO,Superior a 79 anos,"4,170"
2015,10,PRP,NÃO INFORMADO,35 a 44 anos,5
2015,10,PRP,NÃO INFORMADO,45 a 59 anos,154
2015,10,PRP,NÃO INFORMADO,60 a 69 anos,86
2015,10,PRP,NÃO INFORMADO,70 a 79 anos,55
2015,10,PRP,NÃO INFORMADO,Superior a 79 anos,31
2015,10,PRP,Não informado (nulo),Não informada,439
2015,10,PRTB,FEMININO,16 anos,9
2015,10,PRTB,FEMININO,17 anos,28
2015,10,PRTB,FEMININO,18 a 20 anos,369
2015,10,PRTB,FEMININO,21 a 24 anos,"1,608"
2015,10,PRTB,FEMININO,25 a 34 anos,"11,332"
2015,10,PRTB,FEMININO,35 a 44 anos,"14,842"
2015,10,PRTB,FEMININO,45 a 59 anos,"16,436"
2015,10,PRTB,FEMININO,60 a 69 anos,"5,671"
2015,10,PRTB,FEMININO,70 a 79 anos,"2,344"
2015,10,PRTB,FEMININO,Superior a 79 anos,900
2015,10,PRTB,MASCULINO,16 anos,4
2015,10,PRTB,MASCULINO,17 anos,41
2015,10,PRTB,MASCULINO,18 a 20 anos,419
2015,10,PRTB,MASCULINO,21 a 24 anos,"1,831"
2015,10,PRTB,MASCULINO,25 a 34 anos,"13,725"
2015,10,PRTB,MASCULINO,35 a 44 anos,"18,936"
2015,10,PRTB,MASCULINO,45 a 59 anos,"21,831"
2015,10,PRTB,MASCULINO,60 a 69 anos,"7,848"
2015,10,PRTB,MASCULINO,70 a 79 anos,"3,241"
2015,10,PRTB,MASCULINO,Inválida,2
2015,10,PRTB,MASCULINO,Superior a 79 anos,"1,309"
2015,10,PRTB,NÃO INFORMADO,35 a 44 anos,2
2015,10,PRTB,NÃO INFORMADO,45 a 59 anos,60
2015,10,PRTB,NÃO INFORMADO,60 a 69 anos,29
2015,10,PRTB,NÃO INFORMADO,70 a 79 anos,16
2015,10,PRTB,NÃO INFORMADO,Superior a 79 anos,10
2015,10,PRTB,Não informado (nulo),Não informada,362
2015,10,PSB,FEMININO,16 anos,51
2015,10,PSB,FEMININO,17 anos,124
2015,10,PSB,FEMININO,18 a 20 anos,"1,481"
2015,10,PSB,FEMININO,21 a 24 anos,"6,761"
2015,10,PSB,FEMININO,25 a 34 anos,"45,599"
2015,10,PSB,FEMININO,35 a 44 anos,"60,912"
2015,10,PSB,FEMININO,45 a 59 anos,"90,885"
2015,10,PSB,FEMININO,60 a 69 anos,"34,044"
2015,10,PSB,FEMININO,70 a 79 anos,"15,160"
2015,10,PSB,FEMININO,Inválida,11
2015,10,PSB,FEMININO,Superior a 79 anos,"6,648"
2015,10,PSB,MASCULINO,16 anos,52
2015,10,PSB,MASCULINO,17 anos,162
2015,10,PSB,MASCULINO,18 a 20 anos,"1,743"
2015,10,PSB,MASCULINO,21 a 24 anos,"8,154"
2015,10,PSB,MASCULINO,25 a 34 anos,"57,315"
2015,10,PSB,MASCULINO,35 a 44 anos,"81,062"
2015,10,PSB,MASCULINO,45 a 59 anos,"121,681"
2015,10,PSB,MASCULINO,60 a 69 anos,"46,443"
2015,10,PSB,MASCULINO,70 a 79 anos,"19,725"
2015,10,PSB,MASCULINO,Inválida,9
2015,10,PSB,MASCULINO,Superior a 79 anos,"8,659"
2015,10,PSB,NÃO INFORMADO,35 a 44 anos,8
2015,10,PSB,NÃO INFORMADO,45 a 59 anos,366
2015,10,PSB,NÃO INFORMADO,60 a 69 anos,190
2015,10,PSB,NÃO INFORMADO,70 a 79 anos,101
2015,10,PSB,NÃO INFORMADO,Superior a 79 anos,46
2015,10,PSB,Não informado (nulo),Não informada,"1,351"
2015,10,PSC,FEMININO,16 anos,50
2015,10,PSC,FEMININO,17 anos,117
2015,10,PSC,FEMININO,18 a 20 anos,"1,281"
2015,10,PSC,FEMININO,21 a 24 anos,"5,322"
2015,10,PSC,FEMININO,25 a 34 anos,"29,820"
2015,10,PSC,FEMININO,35 a 44 anos,"39,328"
2015,10,PSC,FEMININO,45 a 59 anos,"59,644"
2015,10,PSC,FEMININO,60 a 69 anos,"22,308"
2015,10,PSC,FEMININO,70 a 79 anos,"10,789"
2015,10,PSC,FEMININO,Inválida,5
2015,10,PSC,FEMININO,Superior a 79 anos,"5,027"
2015,10,PSC,MASCULINO,16 anos,45
2015,10,PSC,MASCULINO,17 anos,170
2015,10,PSC,MASCULINO,18 a 20 anos,"1,432"
2015,10,PSC,MASCULINO,21 a 24 anos,"5,777"
2015,10,PSC,MASCULINO,25 a 34 anos,"35,873"
2015,10,PSC,MASCULINO,35 a 44 anos,"51,302"
2015,10,PSC,MASCULINO,45 a 59 anos,"76,074"
2015,10,PSC,MASCULINO,60 a 69 anos,"28,104"
2015,10,PSC,MASCULINO,70 a 79 anos,"12,940"
2015,10,PSC,MASCULINO,Inválida,3
2015,10,PSC,MASCULINO,Superior a 79 anos,"6,349"
2015,10,PSC,NÃO INFORMADO,35 a 44 anos,6
2015,10,PSC,NÃO INFORMADO,45 a 59 anos,241
2015,10,PSC,NÃO INFORMADO,60 a 69 anos,119
2015,10,PSC,NÃO INFORMADO,70 a 79 anos,89
2015,10,PSC,NÃO INFORMADO,Superior a 79 anos,50
2015,10,PSC,Não informado (nulo),Não informada,562
2015,10,PSD,FEMININO,16 anos,62
2015,10,PSD,FEMININO,17 anos,222
2015,10,PSD,FEMININO,18 a 20 anos,"2,261"
2015,10,PSD,FEMININO,21 a 24 anos,"8,638"
2015,10,PSD,FEMININO,25 a 34 anos,"26,736"
2015,10,PSD,FEMININO,35 a 44 anos,"25,863"
2015,10,PSD,FEMININO,45 a 59 anos,"28,965"
2015,10,PSD,FEMININO,60 a 69 anos,"8,160"
2015,10,PSD,FEMININO,70 a 79 anos,"2,577"
2015,10,PSD,FEMININO,Inválida,2
2015,10,PSD,FEMININO,Superior a 79 anos,506
2015,10,PSD,MASCULINO,16 anos,78
2015,10,PSD,MASCULINO,17 anos,251
2015,10,PSD,MASCULINO,18 a 20 anos,"2,728"
2015,10,PSD,MASCULINO,21 a 24 anos,"10,062"
2015,10,PSD,MASCULINO,25 a 34 anos,"33,745"
2015,10,PSD,MASCULINO,35 a 44 anos,"36,585"
2015,10,PSD,MASCULINO,45 a 59 anos,"46,783"
2015,10,PSD,MASCULINO,60 a 69 anos,"14,913"
2015,10,PSD,MASCULINO,70 a 79 anos,"4,754"
2015,10,PSD,MASCULINO,Inválida,3
2015,10,PSD,MASCULINO,Superior a 79 anos,947
2015,10,PSD,NÃO INFORMADO,35 a 44 anos,6
2015,10,PSD,NÃO INFORMADO,45 a 59 anos,75
2015,10,PSD,NÃO INFORMADO,60 a 69 anos,33
2015,10,PSD,NÃO INFORMADO,70 a 79 anos,12
2015,10,PSDB,FEMININO,16 anos,68
2015,10,PSDB,FEMININO,17 anos,290
2015,10,PSDB,FEMININO,18 a 20 anos,"3,252"
2015,10,PSDB,FEMININO,21 a 24 anos,"11,637"
2015,10,PSDB,FEMININO,25 a 34 anos,"83,004"
2015,10,PSDB,FEMININO,35 a 44 anos,"136,966"
2015,10,PSDB,FEMININO,45 a 59 anos,"231,754"
2015,10,PSDB,FEMININO,60 a 69 anos,"94,967"
2015,10,PSDB,FEMININO,70 a 79 anos,"45,229"
2015,10,PSDB,FEMININO,Inválida,18
2015,10,PSDB,FEMININO,Superior a 79 anos,"21,580"
2015,10,PSDB,MASCULINO,16 anos,116
2015,10,PSDB,MASCULINO,17 anos,439
2015,10,PSDB,MASCULINO,18 a 20 anos,"4,368"
2015,10,PSDB,MASCULINO,21 a 24 anos,"14,598"
2015,10,PSDB,MASCULINO,25 a 34 anos,"100,676"
2015,10,PSDB,MASCULINO,35 a 44 anos,"165,045"
2015,10,PSDB,MASCULINO,45 a 59 anos,"279,740"
2015,10,PSDB,MASCULINO,60 a 69 anos,"121,390"
2015,10,PSDB,MASCULINO,70 a 79 anos,"60,108"
2015,10,PSDB,MASCULINO,Inválida,22
2015,10,PSDB,MASCULINO,Superior a 79 anos,"29,830"
2015,10,PSDB,NÃO INFORMADO,35 a 44 anos,22
2015,10,PSDB,NÃO INFORMADO,45 a 59 anos,794
2015,10,PSDB,NÃO INFORMADO,60 a 69 anos,461
2015,10,PSDB,NÃO INFORMADO,70 a 79 anos,286
2015,10,PSDB,NÃO INFORMADO,Superior a 79 anos,194
2015,10,PSDB,Não informado (nulo),Não informada,"3,979"
2015,10,PSL,FEMININO,16 anos,23
2015,10,PSL,FEMININO,17 anos,46
2015,10,PSL,FEMININO,18 a 20 anos,452
2015,10,PSL,FEMININO,21 a 24 anos,"2,108"
2015,10,PSL,FEMININO,25 a 34 anos,"15,973"
2015,10,PSL,FEMININO,35 a 44 anos,"24,547"
2015,10,PSL,FEMININO,45 a 59 anos,"29,481"
2015,10,PSL,FEMININO,60 a 69 anos,"10,705"
2015,10,PSL,FEMININO,70 a 79 anos,"4,920"
2015,10,PSL,FEMININO,Inválida,3
2015,10,PSL,FEMININO,Superior a 79 anos,"2,006"
2015,10,PSL,MASCULINO,16 anos,18
2015,10,PSL,MASCULINO,17 anos,50
2015,10,PSL,MASCULINO,18 a 20 anos,557
2015,10,PSL,MASCULINO,21 a 24 anos,"2,543"
2015,10,PSL,MASCULINO,25 a 34 anos,"19,770"
2015,10,PSL,MASCULINO,35 a 44 anos,"31,058"
2015,10,PSL,MASCULINO,45 a 59 anos,"37,814"
2015,10,PSL,MASCULINO,60 a 69 anos,"13,884"
2015,10,PSL,MASCULINO,70 a 79 anos,"6,139"
2015,10,PSL,MASCULINO,Inválida,3
2015,10,PSL,MASCULINO,Superior a 79 anos,"2,727"
2015,10,PSL,NÃO INFORMADO,35 a 44 anos,7
2015,10,PSL,NÃO INFORMADO,45 a 59 anos,125
2015,10,PSL,NÃO INFORMADO,60 a 69 anos,51
2015,10,PSL,NÃO INFORMADO,70 a 79 anos,45
2015,10,PSL,NÃO INFORMADO,Superior a 79 anos,24
2015,10,PSL,Não informado (nulo),Não informada,704
2015,10,PSOL,FEMININO,16 anos,12
2015,10,PSOL,FEMININO,17 anos,110
2015,10,PSOL,FEMININO,18 a 20 anos,"1,443"
2015,10,PSOL,FEMININO,21 a 24 anos,"4,236"
2015,10,PSOL,FEMININO,25 a 34 anos,"14,175"
2015,10,PSOL,FEMININO,35 a 44 anos,"11,592"
2015,10,PSOL,FEMININO,45 a 59 anos,"12,537"
2015,10,PSOL,FEMININO,60 a 69 anos,"3,600"
